facility_id,facility_name,address,city,state,zip_code,county,phone,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_rating,readm_group_measure_count,readm_n_measures,readm_n_better,readm_n_no_different,readm_n_worse,overall_rating_footnote,readm_group_footnote,pt_exp_group_footnote,pt_exp_group_measure_count,pt_exp_n_measures,census_region,edac_30_hf_score,edac_30_hf_compared,edac_30_hf_denominator,edac_30_hf_lower,edac_30_hf_higher,edac_30_hf_footnote,edac_30_pn_score,edac_30_pn_compared,edac_30_pn_denominator,edac_30_pn_lower,edac_30_pn_higher,edac_30_pn_footnote,readm_30_ami_score,readm_30_ami_compared,readm_30_ami_denominator,readm_30_ami_lower,readm_30_ami_higher,readm_30_ami_footnote,readm_30_copd_score,readm_30_copd_compared,readm_30_copd_denominator,readm_30_copd_lower,readm_30_copd_higher,readm_30_copd_footnote,readm_30_hf_score,readm_30_hf_compared,readm_30_hf_denominator,readm_30_hf_lower,readm_30_hf_higher,readm_30_hf_footnote,readm_30_pn_score,readm_30_pn_compared,readm_30_pn_denominator,readm_30_pn_lower,readm_30_pn_higher,readm_30_pn_footnote,h_comp_1_linear_score,h_comp_1_linear_score_n_surveys,h_comp_1_star_rating,h_comp_1_star_rating_n_surveys,h_hsp_rating_linear_score,h_hsp_rating_linear_score_n_surveys,h_hsp_rating_star_rating,h_hsp_rating_star_rating_n_surveys,h_star_rating,h_star_rating_n_surveys,edv_score,edv_footnote,op_18b_score,op_18b_footnote
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,PERRY,(618) 357-2187,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,2,0,2,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,-29.3,Fewer days than average per 100 discharges,49,-49.6,-2.0,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.1,No different than the national rate,48,14.3,20.4,,,66,,66,,66,,66,,66,Low,,49.0,
141308,WASHINGTON COUNTY HOSPITAL,705 S GRAND AVE,NASHVILLE,IL,62263,WASHINGTON,(618) 327-8236,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,16,5,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,32,,32,,32,,32,,32,Low,,84.0,
141309,CARLE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,WOODFORD,(309) 467-2371,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,53.4,More days than average per 100 discharges,28,18.0,95.6,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,18.0,No different than the national rate,32,15.1,21.3,,,51,,51,,51,,51,,51,Low,,90.0,
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,(815) 539-7461,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,3,11,5,1,3,1,,,,15,15,Midwest,-63.9,Fewer days than average per 100 discharges,55,-86.1,-36.4,,-16.3,Average days per 100 discharges,72,-38.3,14.6,,,,,,,7,20.3,No different than the national rate,46,16.9,23.9,,21.4,No different than the national rate,54,18.1,25.0,,17.1,No different than the national rate,73,14.4,20.4,,,63,,63,,63,,63,,63,Low,,,5
141311,FAIRFIELD MEMORIAL HOSPITAL 1,303 N W 11TH STREET,FAIRFIELD,IL,62837,WAYNE,(618) 842-2611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,11,6,1,4,1,,,5,15,,Midwest,37.1,Average days per 100 discharges,40,-11.4,97.5,,-30.7,Fewer days than average per 100 discharges,74,-47.6,-7.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,22.4,No different than the national rate,34,18.8,26.4,,17.2,No different than the national rate,53,14.4,20.4,,,60,,60,,60,,60,,60,Low,,101.0,
141312,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,OGLE,(815) 562-2181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,5,0,5,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-32.1,Fewer days than average per 100 discharges,56,-49.9,-4.1,,,,,,,7,19.7,No different than the national rate,29,16.5,23.4,,,Number of cases too small,,,,1,16.9,No different than the national rate,49,14.2,20.1,,,57,,57,,57,,57,,57,Low,,96.0,
141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,MASON,(309) 543-4431,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,3,0,2,1,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,Low,,104.0,
141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,PIKE,(217) 285-2113,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,11,5,1,4,0,,,5,15,,Midwest,-50.6,Fewer days than average per 100 discharges,43,-78.3,-11.8,,2.8,Average days per 100 discharges,69,-22.0,36.5,,,Number of cases too small,,,,1,20.7,No different than the national rate,48,17.4,24.6,,21.5,No different than the national rate,38,18.2,25.4,,17.0,No different than the national rate,68,14.2,20.5,,,75,,75,,75,,75,,75,Low,,117.0,
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,(217) 283-5531,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,3,1,2,0,16,,,15,10,Midwest,-82.2,Fewer days than average per 100 discharges,25,-97.3,-59.5,,-43.4,Fewer days than average per 100 discharges,37,-57.3,-23.1,,,Number of cases too small,,,,1,20.0,No different than the national rate,28,16.6,23.7,,20.9,No different than the national rate,40,17.8,24.6,,17.1,No different than the national rate,35,14.3,20.3,,92,111,4,111,91,111,4,111,4,111,,5,,5
141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,60936,FORD,(217) 784-4251,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,7,1,6,0,,,,15,15,Midwest,-34.7,Average days per 100 discharges,27,-60.8,3.9,,-27.2,Fewer days than average per 100 discharges,54,-45.5,-5.0,,,Number of cases too small,,,,1,19.5,No different than the national rate,67,16.2,23.2,,20.8,No different than the national rate,30,17.5,24.7,,17.0,No different than the national rate,63,14.1,20.3,,,82,,82,,82,,82,,82,Low,,172.0,3
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,(309) 734-3141,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,4,11,4,0,4,0,,,,15,15,Midwest,-1.2,Average days per 100 discharges,37,-37.7,56.0,,9.9,Average days per 100 discharges,44,-14.6,40.7,,,,,,,7,20.4,No different than the national rate,35,16.8,24.5,,20.9,No different than the national rate,30,17.4,24.8,,17.7,No different than the national rate,57,14.9,21.1,,,91,,91,,91,,91,,91,Low,,122.0,
141319,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,61254,HENRY,(309) 944-6431,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,5,0,4,1,16,,,15,10,Midwest,57.2,More days than average per 100 discharges,32,4.0,128.6,,8.7,Average days per 100 discharges,82,-19.9,44.1,,,Number of cases too small,,,,1,20.6,No different than the national rate,30,17.1,24.5,,21.3,No different than the national rate,45,17.9,25.4,,15.8,No different than the national rate,94,13.2,18.9,,95,174,5,174,92,174,4,174,5,174,,5,108.0,
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,EDGAR,(217) 465-4141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,11,7,0,6,1,,,,15,10,Midwest,,Number of cases too small,,,,1,13.8,Average days per 100 discharges,29,-17.7,56.4,,,Number of cases too small,,,,1,21.3,No different than the national rate,41,17.8,25.3,,,Number of cases too small,,,,1,17.7,No different than the national rate,27,14.8,21.0,,,98,,98,,98,,98,,98,Low,,109.0,
141321,FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,62812,FRANKLIN,(618) 439-3161,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,2,0,1,1,16,,5,15,,Midwest,,Number of cases too small,,,,1,65.1,More days than average per 100 discharges,41,19.7,121.0,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.8,No different than the national rate,45,14.8,21.0,,,,,,,,,,,,Low,,108.0,
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,62656,LOGAN,(217) 732-2161,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,6,1,5,0,,,,15,5,Midwest,5.8,Average days per 100 discharges,31,-39.7,63.6,,-13.6,Average days per 100 discharges,70,-34.3,17.6,,,,,,,7,19.0,No different than the national rate,62,15.7,22.8,,20.9,No different than the national rate,33,17.6,25.0,,17.6,No different than the national rate,80,14.7,21.1,,94,153,5,153,93,153,5,153,4,153,Low,,137.0,
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,MASSAC,(618) 524-2176,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,2,11,5,1,3,1,,,5,15,,Midwest,57.9,More days than average per 100 discharges,31,6.8,128.7,,-30.4,Fewer days than average per 100 discharges,72,-47.8,-6.3,,,Number of cases too small,,,,1,19.4,No different than the national rate,28,16.0,23.3,,20.8,No different than the national rate,34,17.3,24.6,,17.4,No different than the national rate,51,14.6,20.7,,,59,,59,,59,,59,,59,,5,108.0,3
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,62930,SALINE,(618) 273-3361,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1,11,7,0,7,0,,,5,15,,Midwest,-1.0,Average days per 100 discharges,35,-46.2,50.9,,24.8,Average days per 100 discharges,122,-4.9,64.1,,,Number of cases too small,,,,1,19.2,No different than the national rate,50,16.0,22.6,,21.5,No different than the national rate,27,18.0,25.5,,18.3,No different than the national rate,100,15.4,21.6,,,,,,,,,,,,,5,,5
141325,OSF SAINT LUKE MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,HENRY,(309) 853-3361,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,4,1,3,0,,,,15,5,Midwest,,Number of cases too small,,,,1,-24.2,Fewer days than average per 100 discharges,47,-40.6,-1.7,,,,,,,7,19.4,No different than the national rate,32,16.0,23.6,,,Number of cases too small,,,,1,17.4,No different than the national rate,55,14.5,20.8,,,63,,63,,63,,63,,63,Low,,107.0,
141326,HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,(618) 643-2361,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,11,5,0,5,0,,,5,15,,Midwest,,Number of cases too small,,,,1,0.7,Average days per 100 discharges,62,-28.5,35.4,,,Number of cases too small,,,,1,20.3,No different than the national rate,28,17.1,24.3,,,Number of cases too small,,,,1,17.1,No different than the national rate,49,14.3,20.3,,,78,,78,,78,,78,,78,Low,,116.0,3
141327,WABASH GENERAL HOSPITAL 1,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,WABASH,(618) 262-8621,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,5,5,5,15,,Midwest,32.4,Average days per 100 discharges,29,-14.4,100.3,,-16.6,Average days per 100 discharges,81,-33.6,10.3,,,Number of cases too small,,,,1,18.6,No different than the national rate,45,15.2,22.3,,21.8,No different than the national rate,30,18.4,25.5,,16.2,No different than the national rate,80,13.6,19.4,,95,129,5,129,92,129,4,129,4,129,Low,,112.0,
141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,(618) 285-6634,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1,11,3,0,3,0,,,5,15,,Midwest,,Number of cases too small,,,,1,19.3,Average days per 100 discharges,41,-11.1,58.4,,,Number of cases too small,,,,1,19.6,No different than the national rate,31,16.4,23.3,,,Number of cases too small,,,,1,17.8,No different than the national rate,38,14.8,21.1,,,36,,36,,36,,36,,36,Low,,,5
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,(815) 772-4003,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,,,,,,,,,,Low,,124.0,
141330,HOPEDALE HOSPITAL,107 TREMONT STREET,HOPEDALE,IL,61747,TAZEWELL,(309) 449-3321,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,3,0,3,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-38.2,Fewer days than average per 100 discharges,25,-54.0,-16.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,49,,49,,49,,49,,49,,5,130.0,
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,(618) 542-2146,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,4,0,4,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-1.2,Average days per 100 discharges,53,-31.2,38.4,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.1,No different than the national rate,41,14.5,20.2,,,75,,75,,75,,75,,75,,5,,5
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,(217) 532-6111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,3,0,3,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,33.0,Average days per 100 discharges,65,-1.4,76.9,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.4,No different than the national rate,68,14.7,20.3,,,34,,34,,34,,34,,34,Low,,140.0,
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,SCHUYLER,(217) 322-4321,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,2,0,1,1,16,,5,15,,Midwest,,Number of cases too small,,,,1,33.6,More days than average per 100 discharges,25,2.6,76.9,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.4,No different than the national rate,28,14.5,20.8,,,,,,,,,,,,Low,,122.0,
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,(618) 684-3156,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,3,0,3,0,16,,,15,15,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,19.8,No different than the national rate,28,16.5,23.6,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,92,110,4,110,92,110,4,110,4,110,Low,,115.0,
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,(815) 943-5431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,31,,31,,31,,31,,31,Low,,118.0,
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,(618) 651-2600,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,3,11,6,0,6,0,,,,15,15,Midwest,2.2,Average days per 100 discharges,78,-34.8,49.3,,3.3,Average days per 100 discharges,49,-24.8,43.8,,,Number of cases too small,,,,1,20.3,No different than the national rate,35,17.0,24.2,,23.2,No different than the national rate,100,19.6,27.6,,17.4,No different than the national rate,58,14.4,20.9,,96,136,5,136,94,136,5,136,4,136,Low,,,5
141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,(815) 875-2811,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,2,11,6,0,5,1,,,,15,15,Midwest,104.1,More days than average per 100 discharges,51,35.4,191.9,,16.6,Average days per 100 discharges,85,-13.7,52.9,,,Number of cases too small,,,,1,19.5,No different than the national rate,52,16.0,23.2,,21.8,No different than the national rate,52,18.4,25.6,,18.9,No different than the national rate,88,15.8,22.3,,94,109,5,109,87,109,3,109,4,109,Low,,112.0,
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,3,0,3,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,5.9,Average days per 100 discharges,30,-17.5,36.6,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.9,No different than the national rate,33,14.1,20.3,,,31,,31,,31,,31,,31,Low,,183.0,
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,(217) 824-3331,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2,11,6,0,4,2,,,,15,15,Midwest,78.5,More days than average per 100 discharges,34,23.3,156.3,,21.7,Average days per 100 discharges,126,-6.7,60.1,,,Number of cases too small,,,,1,20.3,No different than the national rate,51,17.0,24.1,,21.8,No different than the national rate,34,18.3,25.4,,16.7,No different than the national rate,135,14.0,19.8,,94,204,5,204,93,204,5,204,4,204,Low,,118.0,
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DE KALB,(815) 786-8484,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,6,0,6,0,,,,15,5,Midwest,-3.4,Average days per 100 discharges,26,-47.1,62.5,,-25.8,Fewer days than average per 100 discharges,71,-45.7,-1.2,,,,,,,7,19.9,No different than the national rate,35,16.7,23.4,,20.7,No different than the national rate,26,17.5,24.0,,16.7,No different than the national rate,83,13.9,19.9,,94,112,5,112,91,112,4,112,4,112,Low,,136.0,
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,CHRISTIAN,(217) 562-2131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,3,1,2,0,,,5,15,,Midwest,,Number of cases too small,,,,1,-10.8,Average days per 100 discharges,51,-35.8,21.9,,,,,,,5,20.1,No different than the national rate,26,17.0,23.8,,,Number of cases too small,,,,1,17.4,No different than the national rate,37,14.5,20.7,,,27,,27,,27,,27,,27,Low,,152.0,
141342,DEACONESS ILLINOIS UNION COUNTY,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,(618) 833-4511,Critical Access Hospitals,Proprietary,Yes,,,11,3,0,2,1,16,,5,15,,Midwest,,Number of cases too small,,,,1,41.5,More days than average per 100 discharges,90,1.5,92.0,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.0,No different than the national rate,82,14.4,20.3,,,,,,,,,,,,Low,,126.0,
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,(618) 544-3131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Yes,4,11,4,1,3,0,,,,15,15,Midwest,-72.0,Fewer days than average per 100 discharges,45,-92.5,-41.2,,-9.7,Average days per 100 discharges,66,-33.7,22.3,,,Number of cases too small,,,,1,20.1,No different than the national rate,37,16.7,23.8,,20.8,No different than the national rate,31,17.4,24.4,,17.6,No different than the national rate,63,14.6,20.8,,97,153,5,153,93,153,5,153,5,153,Low,,127.0,
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,62439,LAWRENCE,(618) 943-1000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,1,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-20.1,Average days per 100 discharges,41,-38.0,6.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.4,No different than the national rate,26,14.5,20.7,,,40,,40,,40,,40,,40,Low,,102.0,
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,MARION,(618) 548-3194,Critical Access Hospitals,Government - Local,Yes,,4,11,3,0,3,0,,,5,15,,Midwest,,Number of cases too small,,,,1,58.5,More days than average per 100 discharges,60,19.5,110.3,,,Number of cases too small,,,,1,20.1,No different than the national rate,33,16.8,23.9,,,Number of cases too small,,,,1,18.1,No different than the national rate,54,15.3,21.4,,,62,,62,,62,,62,,62,Low,,146.0,
141346,FAYETTE COUNTY HOSPITAL,650 W TAYLOR ST,VANDALIA,IL,62471,FAYETTE,(618) 283-1231,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,11,2,1,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,19.5,Average days per 100 discharges,79,-13.6,62.2,,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.7,No different than the national rate,88,14.0,19.8,,,42,,42,,42,,42,,42,,5,,5
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,MACOUPIN,(217) 854-3141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2,11,3,1,2,0,,,5,15,,Midwest,-9.7,Average days per 100 discharges,26,-48.1,42.6,,-18.9,Average days per 100 discharges,74,-40.4,12.7,,,Number of cases too small,,,,1,19.6,No different than the national rate,26,16.5,23.1,,21.0,No different than the national rate,29,17.5,24.9,,16.1,No different than the national rate,95,13.5,19.2,,,45,,45,,45,,45,,45,,5,124.0,
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,(618) 282-3831,Critical Access Hospitals,Proprietary,Yes,,4,11,4,0,3,1,,,,15,10,Midwest,25.1,Average days per 100 discharges,55,-21.8,81.2,,17.9,Average days per 100 discharges,102,-11.1,54.4,,,Number of cases too small,,,,1,20.5,No different than the national rate,25,17.1,24.6,,23.3,No different than the national rate,58,19.6,27.6,,17.6,No different than the national rate,82,14.9,20.7,,94,145,5,145,91,145,4,145,4,145,Low,,122.0,
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,RANDOLPH,(618) 443-2177,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,11,4,1,3,0,,,,15,5,Midwest,-7.7,Average days per 100 discharges,27,-42.5,44.9,,1.8,Average days per 100 discharges,71,-25.2,38.6,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,21.4,No different than the national rate,26,17.9,25.4,,17.1,No different than the national rate,72,14.4,20.3,,,33,,33,,33,,33,,33,,5,,5
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,(217) 324-2191,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Yes,2,11,7,0,6,1,,,,15,5,Midwest,-36.1,Average days per 100 discharges,91,-61.6,2.0,,19.7,Average days per 100 discharges,123,-6.9,57.7,,,Number of cases too small,,,,1,20.4,No different than the national rate,47,16.9,24.3,,21.5,No different than the national rate,71,18.1,25.4,,17.3,No different than the national rate,115,14.6,20.7,,94,105,5,105,91,105,4,105,4,105,Low,,,5
